original_line_number,description,length
893,реализуй класс для координат клетки шахматной доски без using namespace std,75++++++++++++++++++++++++++
935,реализуй класс в C++ с конструктором и деструктором без using namespace std,75++++++++++++++++++++++++++
966,создай класс с защищенным (protected) наследованием без using namespace std,75++++++++++++++++++++++++++
987,реализуй класс с ковариантными возвращаемыми типами без using namespace std,75++++++++++++++++++++++++++
1023,создай класс с перегруженным оператором вывода '<<' без using namespace std,75++++++++++++++++++++++++++
1124,напиши программу которая добавляет элемент в вектор без using namespace std,75++++++++++++++++++++++++++
1147,создай программу которая преобразует вектор (фиксированный вектор) в массив,75++++++++++++++++++++++++++
1746,напиши программу которая вычисляет площадь поверхности усеченного икосаэдра,75++++++++++++++++++++++++++
1814,создай программу которая реализует алгоритм поиска сильно связных компонент,75++++++++++++++++++++++++++
2074,напиши программу которая вычисляет площадь поверхности усеченного икосаэдра,75--------------------------
2142,создай программу которая вычисляет площадь поверхности сферического сектора,75++++++++++++++++++++++++++
2208,создай программу которая вычисляет площадь поверхности параболоида вращения,75++++++++++++++++++++++++++
2211,напиши программу которая вычисляет объем тора по большому и малому радиусам,75++++++++++++++++++++++++++
124,создай программу которая использует initializer list без using namespace std,76++++++++++++++++++++++++++
193,напиши программу которая переводит градусы в радианы без using namespace std,76++++++++++++++++++++++++++
316,создай программу которая вычисляет факториал числа 5 без using namespace std,76++++++++++++++++++++++++++
375,напиши функцию isPalindrome которая проверяет является ли строка палиндромом,76++++++++++++++++++++++++++++
426,создай программу которая демонстрирует доступ к элементам массива по индексу,76++++++++++++++++++++++++++++
497,напиши программу которая демонстрирует различные типы константных указателей,76++++++++++++++++++++++++++++
560,напиши программу которая работает с вводимой строкой без using namespace std,76++++++++++++++++++++++++++
770,создай класс Car для автомобиля с маркой и годом выпуска без using namespace std,76++++++++++++++++++++++++++
1020,напиши класс с перегруженным оператором сложения '+' без using namespace std,76++++++++++++++++++++++++++
1159,напиши программу которая находит минимальный элемент с помощью STL алгоритма,76++++++++++++++++++++++++++++
1169,создай программу которая реализует алгоритм Дейкстры без using namespace std,76++++++++++++++++++++++++++
1259,реализуй класс с явной специализацией шаблона метода без using namespace std,76++++++++++++++++++++++++++
1352,реализуй класс с перегрузкой операторов new и delete без using namespace std,76++++++++++++++++++++++++++
1394,"напиши класс, реализующий идиому CRTP (Curiously Recurring Template Pattern)",76++++++++++++++++++++++++++
1400,создай программу которая реализует систему плагинов с динамической загрузкой,76++++++++++++++++++++++++++
2108,создай программу которая вычисляет объем октаэдра по радиусу описанной сферы,76++++++++++++++++++++++++++
2154,создай программу которая вычисляет площадь поверхности трехосного эллипсоида,76++++++++++++++++++++++++++
2210,создай программу которая вычисляет площадь поверхности гиперболоида вращения,76++++++++++++++++++++++++++
2227,напиши программу которая использует бинарный поиск в отсортированном векторе,76++++++++++++++++++++++++++
144,создай программу которая вычисляет среднее арифметическое трех вводимых чисел,77++++++++++++++++++++++++++++
183,создай программу которая вычисляет среднее арифметическое двух вводимых чисел,77++++++++++++++++++++++++++++
550,создай программу которая извлекает подстроку из строки (фиксированная строка),77++++++++++++++++++++++++++++
568,создай программу которая подсчитывает гласные в строке (фиксированная строка),77++++++++++++++++++++++++++++
649,создай программу которая демонстрирует вложенные структуры Address и Employee,77++++++++++++++++++++++++++++
725,создай класс с перечислением (enum) как членом класса без using namespace std,77++++++++++++++++++++++++++
752,реализуй класс для прямоугольника с шириной и высотой без using namespace std,77++++++++++++++++++++++++++
1032,реализуй класс с перегруженными операторами сравнения без using namespace std,77++++++++++++++++++++++++++
1117,Напиши программу которая реализует телефонный справочник с использованием map,77++++++++++++++++++++++++++++
1234,напиши программу которая вычисляет разницу во времени без using namespace std,77++++++++++++++++++++++++++
1305,создай программу которая демонстрирует r-value ссылки и семантику перемещения,77
2134,создай программу которая вычисляет объем икосаэдра по радиусу вписанной сферы,77++++++++++++++++++++++++++
2140,создай программу которая вычисляет площадь сферического треугольника по углам,77++++++++++++++++++++++++++
2161,напиши программу которая вычисляет объем сферического клина по радиусу и углу,77++++++++++++++++++++++++++
2352,"создай класс для управления складом с товарами, категориями и инвентаризацией",77+++++++++++++++++++++++++
52,создай программу которая уменьшает вводимое число на 1 без using namespace std,78++++++++++++++++++++++++++
64,напиши программу которая демонстрирует побитовый сдвиг без using namespace std,78++++++++++++++++++++++++++
207,напиши программу которая вычисляет гипотенузу треугольника по вводимым катетам,78++++++++++++++++++++++++++++
223,напиши программу которая вычисляет десятичный логарифм без using namespace std,78++++++++++++++++++++++++++
268,создай программу которая использует тернарный оператор без using namespace std,78++++++++++++++++++++++++++
294,создай программу которая использует do-while для ввода до правильного значения,78++++++++++++++++++++++++++++
322,напиши программу которая демонстрирует range-based for без using namespace std,78++++++++++++++++++++++++++
634,создай программу которая демонстрирует массив структур Student с вводом данных,78++++++++++++++++++++++++++++
1398,создай программу которая реализует паттерн Наблюдатель без using namespace std,78++++++++++++++++++++++++++
1439,напиши программу которая реализует SHA-256 хеширование без using namespace std,78++++++++++++++++++++++++++
1448,создай программу которая реализует алгоритм сжатия LZW без using namespace std,78++++++++++++++++++++++++++
1726,напиши программу которая вычисляет площадь поверхности цилиндрического сектора,78++++++++++++++++++++++++++
1734,напиши программу которая вычисляет площадь поверхности эллиптического цилиндра,78--------------------------
2054,напиши программу которая вычисляет площадь поверхности цилиндрического сектора,78--------------------------
2062,напиши программу которая вычисляет площадь поверхности эллиптического цилиндра,78--------------------------
2135,напиши программу которая вычисляет объем додекаэдра по радиусу вписанной сферы,78++++++++++++++++++++++++++
2146,создай программу которая вычисляет площадь поверхности эллиптического цилиндра,78++++++++++++++++++++++++++
2192,создай программу которая вычисляет площадь основания призмы по объему и высоте,78++++++++++++++++++++++++++
2199,напиши программу которая вычисляет площадь полной поверхности шарового сектора,78++++++++++++++++++++++++++
70,создай программу которая использует анонимный namespace без using namespace std,79++++++++++++++++++++++++++
109,напиши программу которая проверяет alignment переменной без using namespace std,79++++++++++++++++++++++++++
154,напиши программу которая вычисляет синус вводимого угла без using namespace std,79++++++++++++++++++++++++++
241,создай программу которая выводит все простые числа до N без using namespace std,79++++++++++++++++++++++++++
285,напиши программу которая находит сумму элементов массива (фиксированный массив),79++++++++++++++++++++++++++++
563,напиши программу которая объединяет две вводимые строки без using namespace std,79++++++++++++++++++++++++++
578,напиши программу которая сравнивает две вводимые строки без using namespace std,79++++++++++++++++++++++++++
587,создай программу которая переворачивает вводимую строку без using namespace std,79++++++++++++++++++++++++++
668,напиши программу которая реализует красно-черное дерево без using namespace std,79++++++++++++++++++++++++++
722,создай класс с использованием ключевого слова 'mutable' без using namespace std,79++++++++++++++++++++++++++
746,напиши класс-счетчик с методами увеличения и уменьшения без using namespace std,79++++++++++++++++++++++++++
938,"напиши класс, реализующий правила 'Пяти' (Rule of Five) без using namespace std",79++++++++++++++++++++++++++
940,"напиши класс, демонстрирующий использование списка инициализации в конструкторе",79++++++++++++++++++++++++++++
998,реализуй класс с приватными полями и публичными методами доступа (инкапсуляция),79++++++++++++++++++++++++++++
1035,напиши класс с перегруженным оператором индексации '[]' без using namespace std,79++++++++++++++++++++++++++
1165,напиши программу которая сортирует массив (фиксированный массив) с помощью sort,79++++++++++++++++++++++++++++
1309,напиши класс с перемещающей семантикой (move semantics) без using namespace std,79++++++++++++++++++++++++++
1460,напиши программу которая реализует синтаксический анализатор для простого языка,79
1687,напиши программу которая вычисляет модифицированную внутреннюю норму доходности,79++++++++++++++++++++++++++
2015,напиши программу которая вычисляет модифицированную внутреннюю норму доходности  с помощью vector,79++++++++++++++++++++++++++
2158,создай программу которая вычисляет площадь поверхности параболического цилиндра,79
2196,создай программу которая вычисляет полную площадь поверхности усеченного конуса,79
42,напиши программу которая выводит следующую букву в алфавите после вводимой буквы,80
49,напиши программу которая увеличивает вводимое число на 1 без using namespace std,80++++++++++++++++++++++++++
106,напиши программу которая демонстрирует область видимости без using namespace std,80++++++++++++++++++++++++++
178,напиши программу которая выводит квадрат вводимого числа без using namespace std,80++++++++++++++++++++++++++
186,напиши программу которая вычисляет периметр прямоугольника по его длине и ширине,80++++++++++++++++++++++++++++
289,напиши программу которая вычисляет сумму чисел от 1 до N без using namespace std,80++++++++++++++++++++++++++
430,напиши программу которая находит сумму элементов массива без using namespace std,80++++++++++++++++++++++++++
607,создай программу которая вычисляет длину вводимой строки и показывает статистику,80++++++++++++++++++++++++++++
1029,напиши класс с перегруженным оператором присваивания '=' без using namespace std,80++++++++++++++++++++++++++
1184,создай программу которая фильтрует вектор строк по длине без using namespace std,80++++++++++++++++++++++++++
1231,напиши программу которая создает кортеж из трех значений без using namespace std,80++++++++++++++++++++++++++
1282,создай программу которая записывает текст и числа в файл без using namespace std,80++++++++++++++++++++++++++
1445,создай программу которая реализует генетический алгоритм без using namespace std,80++++++++++++++++++++++++++
2136,создай программу которая вычисляет площадь поверхности звездчатого многогранника,80++++++++++++++++++++++++++
2156,создай программу которая вычисляет площадь поверхности гиперболического цилиндра,80++++++++++++++++++++++++++
2164,создай программу которая вычисляет объем сферического сегмента по хорде и высоте,80++++++++++++++++++++++++++
2179,напиши программу которая вычисляет площадь основания пирамиды по объему и высоте,80++++++++++++++++++++++++++
2180,создай программу которая вычисляет высоту пирамиды по объему и площади основания,80++++++++++++++++++++++++++
2195,напиши программу которая вычисляет площадь боковой поверхности усеченного конуса,80
2197,напиши программу которая вычисляет высоту усеченного конуса по объему и радиусам,80
2274,создай программу которая проверяет все ли элементы вектора удовлетворяют условию,80
2349,создай класс для управления банковским счетом с историей транзакций и процентами,80
2355,"создай класс class ProjectManagementSystem для системы управления проектами с задачами, сотрудниками и сроками",80++++++++++++++++++++++++++
37,создай программу которая выводит символ по его ASCII коду без using namespace std,81++++++++++++++++++++++++++
133,создай программу которая вычисляет площадь прямоугольника без using namespace std,81++++++++++++++++++++++++++
166,создай программу которая вычисляет косинус вводимого угла без using namespace std,81++++++++++++++++++++++++++
217,напиши программу которая вычисляет сумму ряда 1+2+3+...+n без using namespace std,81++++++++++++++++++++++++++
601,создай программу которая объединяет несколько строк (фиксированные строки) в одну,81++++++++++++++++++++++++++++
788,создай класс для электронной почты с отправителем и темой без using namespace std,81++++++++++++++++++++++++++
1046,создай класс с перегруженными операторами для математических операций с векторами,81++++++++++++++++++++++++++++
1050,создай класс с перегруженным оператором приведения к bool без using namespace std,81++++++++++++++++++++++++++
1059,напиши класс с перегрузкой операторов для работы с файлом без using namespace std,81++++++++++++++++++++++++++
1171,создай программу которая реализует алгоритм поиска подстроки Кнута-Морриса-Пратта,81++++++++++++++++++++++++++++
1321,напиши программу которая использует std::jthread из C++20 без using namespace std,81++++++++++++++++++++++++++
2150,создай программу которая вычисляет площадь поверхности эллиптического параболоида,81
2186,создай программу которая вычисляет полную площадь поверхности правильной пирамиды,81
103,создай программу которая использует статическую переменную без using namespace std,82++++++++++++++++++++++++++
172,создай программу которая возводит в степень вводимое число без using namespace std,82++++++++++++++++++++++++++
342,создай функцию fibonacci которая вычисляет число Фибоначчи по индексу (итеративно),82++++++++++++++++++++++++++++
450,создай программу которая находит пересечение двух массивов (фиксированные массивы),82++++++++++++++++++++++++++++
1086,напиши класс с перегрузкой операторов для работы с дробями без using namespace std,82++++++++++++++++++++++++++
1218,создай программу которая использует string_view для эффективной работы со строками,82
1285,напиши программу которая читает файл и подсчитывает строки без using namespace std,82++++++++++++++++++++++++++
1291,создай программу которая копирует файл с проверкой размера без using namespace std,82++++++++++++++++++++++++++
1413,"создай класс, демонстрирующий идиому RAII (Resource Acquisition Is Initialization)",82++++++++++++++++++++++++++
2184,создай программу которая вычисляет угол между боковым ребром и основанием пирамиды,82
2185,напиши программу которая вычисляет площадь боковой поверхности правильной пирамиды,82
2350,"реализуй класс для системы управления библиотекой с книгами, авторами и читателями",82
2351,"напиши класс для системы управления задачами с приоритетами, сроками и категориями",82
82,напиши программу которая демонстрирует trailing return type без using namespace std,83++++++++++++++++++++++++++
112,напиши программу которая демонстрирует преобразование типов без using namespace std,83++++++++++++++++++++++++++
312,создай программу которая находит минимальный элемент массива (фиксированный массив),83++++++++++++++++++++++++++++
369,создай функцию bubbleSort которая сортирует массив (фиксированный массив) пузырьком,83++++++++++++++++++++++++++++
433,напиши программу которая работает с массивом из 5 элементов без using namespace std,83++++++++++++++++++++++++++
575,создай программу которая удаляет пробелы из вводимой строки без using namespace std,83++++++++++++++++++++++++++
598,создай программу которая преобразует строку (фиксированная строка) в нижний регистр,83++++++++++++++++++++++++++++
1071,создай класс с перегрузкой операторов для комплексных чисел без using namespace std,83++++++++++++++++++++++++++
1083,реализуй класс с перегрузкой операторов для работы с датами без using namespace std,83++++++++++++++++++++++++++
1150,напиши программу которая реализует частотный словарь с использованием unordered_map,83++++++++++++++++++++++++++++
1178,напиши программу которая удаляет дубликаты из вектора строк без using namespace std,83++++++++++++++++++++++++++
1779,напиши программу которая вычисляет расстояние между двумя точками в 3D пространстве,83
1799,создай программу которая реализует алгоритм Прима для минимального остовного дерева,83
2116,создай программу которая вычисляет объем усеченной пирамиды с квадратным основанием,83++++++++++++++++++++++++++
2147,напиши программу которая вычисляет объем гиперболического параболоида по параметрам,83++++++++++++++++++++++++++
2148,создай программу которая вычисляет площадь поверхности гиперболического параболоида,83
40,напиши программу которая находит ASCII код вводимого символа без using namespace std,84++++++++++++++++++++++++++
256,напиши программу которая проверяет является ли число простым без using namespace std,84++++++++++++++++++++++++++
303,напиши программу которая находит НОД (наибольший общий делитель) двух вводимых чисел,84++++++++++++++++++++++++++++
364,напиши функцию compareStrings которая сортирует массив строк без using namespace std,84++++++++++++++++++++++++++
391,напиши функцию base64Encode которая кодирует строку в Base64 без using namespace std,84++++++++++++++++++++++++++
448,создай программу которая заполняет массив случайными числами без using namespace std,84++++++++++++++++++++++++++
476,напиши программу которая использует указатель на функцию для математических операций,84++++++++++++++++++++++++++
534,создай программу которая демонстрирует динамическое выделение памяти через указатели,84++++++++++++++++++++++++++
566,напиши программу которая проверяет пустая ли вводимая строка без using namespace std,84++++++++++++++++++++++++++
589,напиши программу которая преобразует строку в верхний регистр (фиксированная строка),84++++++++++++++++++++++++++
1025,реализуй класс с перегруженным оператором инкремента '++' (префиксным и постфиксным),84++++++++++++++++++++++++++
1062,создай класс с перегрузкой оператора -> для умного указателя без using namespace std,84++++++++++++++++++++++++++
1077,напиши класс с перегрузкой операторов для строковых операций без using namespace std,84++++++++++++++++++++++++++
1114,Напиши программу которая демонстрирует операций с динамическим массивом using vector,84++++++++++++++++++++++++++
1190,напиши программу которая разбивает строку на вектор подстрок без using namespace std,84++++++++++++++++++++++++++
1256,реализуй класс с вариативными шаблонами (variadic templates) без using namespace std,84++++++++++++++++++++++++++
1297,создай программу которая записывает и читает бинарные данные без using namespace std,84++++++++++++++++++++++++++
1354,напиши класс с перегруженными операторами new и delete с дополнительными параметрами,84
2183,напиши программу которая вычисляет двугранный угол при основании правильной пирамиды,84
55,напиши программу которая генерирует случайное число от 0 до 1 без using namespace std,85++++++++++++++++++++++++++
58,напиши программу которая генерирует случайное число от 1 до 6 без using namespace std,85++++++++++++++++++++++++++
139,создай программу которая округляет число до ближайшего целого без using namespace std,85++++++++++++++++++++++++++
142,создай программу для сложения двух целых вводимых целых чисел без using namespace std,85++++++++++++++++++++++++++
334,создай функцию reverseString которая реверс строки рекурсивно без using namespace std,85++++++++++++++++++++++++++
340,напиши фунуцию removeSpaces которая удаляет пробелы из строки без using namespace std,85++++++++++++++++++++++++++
373,напиши функцию selectionSort которая сортирует массив выбором без using namespace std,85++++++++++++++++++++++++++
409,напиши функцию quickSort которая реализует быструю сортировку без using namespace std,85++++++++++++++++++++++++++
495,напиши программу которая демонстрирует указатели на указатели без using namespace std,85++++++++++++++++++++++++++
638,напиши программу которая демонстрирует указатели на структуры без using namespace std,85++++++++++++++++++++++++++
1044,напиши класс с перегруженными операторами преобразования типа без using namespace std,85++++++++++++++++++++++++++
1089,создай класс с перегрузкой операторов для работы с полиномами без using namespace std,85++++++++++++++++++++++++++
1127,создай программу которая удаляет последний элемент из вектора без using namespace std,85++++++++++++++++++++++++++
1136,напиши программу которая создает вектор строк и сортирует его без using namespace std,85++++++++++++++++++++++++++
1264,реализуй класс AnyContainer для хранения гетерогенной коллекции объектов разных типов,85++++++++++++++++++++++++++
1265,реализуй класс AnyContainer для хранения гетерогенной коллекции объектов разных типов без using namespace std,85++++++++++++++++++++++++++
1288,создай программу которая добавляет данные в существующий файл без using namespace std,85++++++++++++++++++++++++++
15,напиши программу которая выводит приветствие с вводимым именем без using namespace std,86++++++++++++++++++++++++++
148,создай программу которая вычисляет частное двух вводимых чисел без using namespace std,86++++++++++++++++++++++++++
157,создай программу которая вычисляет корни квадратного уравнения без using namespace std,86++++++++++++++++++++++++++
247,напиши программу которая проверяет равны ли два вводимых числа без using namespace std,86++++++++++++++++++++++++++
319,напиши программу которая выводит таблицу умножения для числа 5 без using namespace std,86++++++++++++++++++++++++++
381,напиши функцию binarySearch которая реализует бинарный поиск в отсортированном массиве,86++++++++++++++++++++++++++
393,напиши функцию caseInsensitiveCompare которая сравнивает две строки без учета регистра,86++++++++++++++++++++++++++
441,создай программу которая находит максимальный элемент в массиве (фиксированный массив),86++++++++++++++++++++++++++
584,создай программу которая с помощью std::strcpy копирует строку без using namespace std,86++++++++++++++++++++++++++
632,создай программу которая демонстрирует базовую структуру Point без using namespace std,86++++++++++++++++++++++++++
1065,реализуй класс с перегрузкой операторов для матричных операций без using namespace std,86++++++++++++++++++++++++++
1074,реализуй класс с перегрузкой операторов для работы со временем без using namespace std,86++++++++++++++++++++++++++
1080,создай класс с перегрузкой операторов для работы с множествами без using namespace std,86++++++++++++++++++++++++++
1181,создай программу которая находит самое длинное слово в векторе без using namespace std,86++++++++++++++++++++++++++
1187,создай программу которая объединяет вектор строк в одну строку без using namespace std,86++++++++++++++++++++++++++
1203,напиши класс с перегрузкой операторов для работы с итераторами без using namespace std,86++++++++++++++++++++++++++
2107,напиши программу которая вычисляет площадь поверхности призмы с треугольным основанием,86++++++++++++++++++++++++++
2202,создай программу которая вычисляет радиус сферы по радиусу основания и высоте сегмента,86++++++++++++++++++++++++++
46,создай программу которая генерирует случайное число от 1 до 100 без using namespace std,87++++++++++++++++++++++++++
175,напиши программу которая вычисляет разность двух вводимых чисел без using namespace std,87++++++++++++++++++++++++++
189,создай программу которая вычисляет площадь треугольника по его высоте и длине основания,87++++++++++++++++++++++++++
199,создай программу которая конвертирует вводимые километры в мили без using namespace std,87++++++++++++++++++++++++++
250,создай программу которая находит большее из двух вводимых чисел без using namespace std,87++++++++++++++++++++++++++
361,напиши функцию findSubstring которая находит подстроку в строке без using namespace std,87++++++++++++++++++++++++++
367,создай функцию insertionSort которая сортирует массив вставками без using namespace std,87++++++++++++++++++++++++++
623,напиши программу которая подсчитывает гласные в вводимой строке без using namespace std,87++++++++++++++++++++++++++
656,создай программу которая демонстрирует битовые поля в структуре без using namespace std,87++++++++++++++++++++++++++
709,напиши класс с статической переменной-членом для подсчета количества созданных объектов,87++++++++++++++++++++++++++
971,напиши класс с виртуальным наследованием для решения проблемы ромбовидного наследования,87++++++++++++++++++++++++++
984,создай класс с чисто виртуальными функциями (абстрактный класс) без using namespace std,87++++++++++++++++++++++++++
1215,напиши программу которая подсчитывает количество слов в вводимой строке и показывает их,87
1227,напиши программу которая получает и форматирует системное время с использованием chrono,87
1411,создай программу с RAII классом для безопасной работы с файлами без using namespace std,87++++++++++++++++++++++++++
522,создай программу которая демонстрирует возврат ссылки из функции без using namespace std,88++++++++++++++++++++++++++
704,создай программу которая реализует стек с использованием массива без using namespace std,88++++++++++++++++++++++++++
2143,напиши программу которая вычисляет объем шарового сегмента по высоте и радиусу основания,88++++++++++++++++++++++++++
60,создай программу которая проверяет является ли символ цифрой используя тернарный оператор,89++++++++++++++++++++++++++
244,напиши программу которая проверяет делится ли вводимое число на 5 без using namespace std,89++++++++++++++++++++++++++
384,создай функцию startsWith которая проверяет начинается ли строка с определенной подстроки,89++++++++++++++++++++++++++
456,напиши программу которая сортирует массив (фиксированный массив) из 5 элементов пузырьком,89++++++++++++++++++++++++++
513,создай программу которая демонстрирует базовую работу со ссылками без using namespace std,89++++++++++++++++++++++++++
553,создай программу которая находит первое вхождение символа в строку (фиксированная строка),89++++++++++++++++++++++++++
653,создай программу которая демонстрирует структуру Point с методами без using namespace std,89++++++++++++++++++++++++++
943,создай класс с явными (explicit) конструкторами для предотвращения неявных преобразований,89++++++++++++++++++++++++++
2191,напиши программу которая вычисляет высоту правильной призмы по объему и площади основания,89
196,напиши программу которая вычисляет НДС 20% от вводимой суммы денег без using namespace std,90++++++++++++++++++++++++++
331,создай функцию square которая вычисляет и возвращает квадрат числа без using namespace std,90++++++++++++++++++++++++++
400,напиши функцию isPrime которая проверяет является ли число простым без using namespace std,90++++++++++++++++++++++++++
480,напиши программу которая демонстрирует массив указателей на строки без using namespace std,90++++++++++++++++++++++++++
640,создай программу которая демонстрирует структуру Student с разными способами инициализации,90++++++++++++++++++++++++++
950,напиши класс с защитой от копирования через удаленные конструкторы без using namespace std,90++++++++++++++++++++++++++
1068,напиши класс с перегрузкой оператора преобразования в другой класс без using namespace std,90++++++++++++++++++++++++++
1112,создай программу которая вычисляет скалярное произведение векторов без using namespace std,90++++++++++++++++++++++++++
181,создай программу которая вычисляет произведение трех вводимых чисел без using namespace std,91++++++++++++++++++++++++++
280,создай программу которая выводит числа от N до 1 в обратном порядке без using namespace std,91++++++++++++++++++++++++++
337,создай функцию isNumber которая проверяет является ли строка числом без using namespace std,91++++++++++++++++++++++++++
388,создай функцию replaceSubstring которая заменяет подстроку в строке без using namespace std,91++++++++++++++++++++++++++
396,создай функцию kadane которая реализует алгоритм Кадане для поиска максимального подмассива,91++++++++++++++++++++++++++
424,напиши программу которая создает и инициализирует массив из 3 чисел без using namespace std,91++++++++++++++++++++++++++
474,создай программу которая меняет значения переменных через указатели без using namespace std,91++++++++++++++++++++++++++
519,создай программу которая использует ссылки в range-based for циклах без using namespace std,91++++++++++++++++++++++++++
1145,напиши программу которая преобразует вектор строк в верхний регистр без using namespace std,91++++++++++++++++++++++++++
1324,создай программу которая использует std::atomic для многопоточности без using namespace std,91++++++++++++++++++++++++++
79,создай программу которая проверяет является ли число степенью двойки без using namespace std,92++++++++++++++++++++++++++
163,напиши программу которая вычисляет определитель вводимой матрицы 2x2 без using namespace std,92++++++++++++++++++++++++++
235,создай программу которая выводит является ли вводимый год високосным без using namespace std,92++++++++++++++++++++++++++
238,создай программу которая находит максимальное из трех вводимых чисел без using namespace std,92++++++++++++++++++++++++++
277,напиши программу которая вычисляет сумму цифр вводимого целого числа без using namespace std,92++++++++++++++++++++++++++
